row_id,split,daily_social_media_hours,sleep_hours,screen_time_before_sleep,physical_activity,social_interaction_level,academic_performance,usage_intensity_cluster_id,usage_intensity_cluster_name,lifestyle_health_cluster_id,lifestyle_health_cluster_name,social_behavior_cluster_id,social_behavior_cluster_name,stress_pattern_cluster_id,stress_pattern_cluster_name,combined_persona
159,train,7.5,8.0,2.0,0.7,medium,3.25,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
1468,train,5.9,6.1,0.7,0.1,low,2.58,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3485,train,2.8,5.9,2.4,1.3,high,3.19,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2028,train,6.6,4.8,2.5,0.5,medium,2.4,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2649,train,3.7,7.2,2.6,1.9,high,3.2,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
349,train,1.8,6.0,2.3,1.0,medium,3.22,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
238,train,2.4,6.2,1.6,0.0,medium,2.38,0,Light / Rested Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
365,train,7.3,7.2,0.5,1.9,low,2.78,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
2825,train,1.8,7.3,2.3,0.1,high,3.16,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
2761,train,4.1,5.9,2.2,0.5,low,2.76,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2687,train,3.2,5.4,1.5,0.9,high,2.71,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
411,train,2.8,6.1,2.9,1.8,medium,2.98,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1098,train,4.3,7.8,0.5,0.7,high,3.92,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
2549,train,2.3,6.2,1.8,1.1,high,2.99,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2051,train,2.6,7.0,2.1,0.9,high,3.17,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2221,train,6.9,5.5,0.8,1.8,medium,2.35,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2557,train,7.6,4.9,2.7,1.4,low,2.03,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1628,train,5.4,5.9,0.7,1.6,high,2.81,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
3336,train,4.4,5.7,2.0,0.7,medium,2.63,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2175,train,2.0,6.6,0.9,0.2,medium,3.4,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
965,train,5.3,6.8,2.9,0.8,medium,2.18,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2157,train,3.5,6.4,2.0,1.8,medium,3.5,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
452,train,8.0,8.1,1.2,1.0,low,2.13,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
2594,train,4.2,6.3,1.8,0.8,low,3.16,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2728,train,1.9,7.2,1.2,1.8,low,3.75,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
547,train,6.8,4.7,0.6,0.9,low,3.4,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1944,train,6.0,5.8,0.6,1.6,low,2.8,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2219,train,3.4,5.4,2.1,0.4,high,2.8,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
679,train,2.1,4.1,1.6,1.8,high,2.12,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
2279,train,3.8,6.4,1.9,0.6,high,2.83,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
500,train,7.1,4.8,2.1,0.9,high,2.51,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
3319,train,5.2,6.1,2.0,0.6,high,2.66,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2601,train,3.8,5.8,1.5,1.7,medium,2.64,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
467,train,6.3,7.9,1.7,0.3,medium,2.85,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1868,train,6.1,6.1,0.7,1.6,low,3.18,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
3111,train,6.7,4.1,2.5,1.8,low,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2645,train,5.3,7.2,1.0,0.4,low,2.85,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2419,train,5.0,5.7,1.6,0.1,high,2.32,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3017,train,1.3,8.0,2.1,1.9,high,3.92,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3096,train,5.1,6.3,2.4,0.5,low,2.65,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2607,train,4.1,6.1,1.9,0.4,high,3.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
1647,train,2.1,5.9,1.9,0.4,medium,3.37,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1460,train,5.7,6.6,1.1,0.3,low,2.65,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3421,train,1.8,7.1,1.2,1.8,medium,3.77,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1187,train,2.0,8.9,0.8,0.5,medium,2.96,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
590,train,3.5,4.2,1.5,0.4,medium,3.98,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
770,train,5.5,5.2,1.4,0.9,medium,3.24,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2109,train,6.6,5.5,1.0,0.4,medium,2.0,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2447,train,2.4,6.6,2.7,0.9,low,3.3,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3613,train,2.7,6.2,2.9,0.6,medium,2.85,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3699,train,7.9,4.4,1.8,0.5,high,2.42,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3441,train,2.7,7.8,0.6,0.6,medium,3.4,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
606,train,4.5,4.9,0.5,1.2,medium,3.44,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3623,train,3.9,7.0,0.5,1.4,high,3.33,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2652,train,6.5,4.5,2.7,0.5,medium,2.36,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2974,train,3.2,7.3,1.3,0.3,medium,2.88,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
665,train,4.1,5.5,1.9,1.5,low,2.65,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3318,train,7.1,4.4,2.7,1.8,medium,2.09,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
535,train,2.2,5.8,2.0,1.9,low,3.63,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1403,train,6.5,4.5,2.5,1.3,medium,2.27,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3629,train,1.1,6.2,2.8,2.0,high,3.89,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2386,train,1.7,5.5,2.1,0.9,low,3.01,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
163,train,7.8,5.3,0.5,0.8,low,2.32,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3459,train,5.2,6.2,0.5,1.9,medium,2.78,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2872,train,7.8,4.6,2.9,0.2,medium,2.54,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3265,train,5.0,6.4,0.7,1.5,medium,2.93,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1027,train,5.5,5.5,1.8,0.0,high,2.24,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
358,train,2.4,8.4,1.6,1.1,low,2.82,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
495,train,5.8,8.9,1.1,1.9,medium,2.08,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3521,train,4.8,6.3,1.6,1.5,medium,2.82,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
176,train,6.2,6.3,1.7,1.1,high,2.26,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3269,train,1.1,7.5,2.5,0.9,medium,3.44,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2665,train,4.1,6.7,1.0,0.9,medium,2.89,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
3142,train,4.0,6.3,1.6,1.1,low,3.19,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
307,train,7.8,7.1,0.8,1.4,medium,2.79,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3492,train,3.5,5.8,1.6,0.2,low,2.92,0,Light / Rested Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
1813,train,4.9,5.7,1.6,0.1,high,2.33,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
362,train,3.5,6.3,2.9,1.6,high,3.35,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
87,train,5.4,5.7,2.5,1.9,medium,3.13,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1884,train,7.3,6.8,0.7,1.1,high,2.5,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3100,train,4.1,5.8,2.2,0.8,medium,2.69,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
483,train,1.3,4.9,2.6,0.2,low,2.89,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
1662,train,5.0,6.3,1.7,1.1,high,3.07,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
3630,train,4.6,6.5,1.7,1.8,medium,3.27,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3392,train,4.8,6.0,0.8,0.3,high,2.56,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2102,train,3.8,7.1,2.3,1.7,high,3.55,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3327,train,6.7,6.1,1.5,1.5,medium,2.38,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2998,train,2.0,7.7,2.3,0.4,medium,3.54,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2881,train,1.9,7.3,1.5,1.3,high,3.63,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2874,train,4.3,5.7,2.8,0.0,medium,2.8,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3655,train,6.2,6.8,0.7,1.6,low,3.42,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
626,train,7.5,4.7,2.1,0.1,high,2.55,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
37,train,4.8,4.4,1.3,0.5,low,2.02,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
521,train,3.0,4.6,2.0,1.5,medium,2.24,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
197,train,7.5,5.9,2.9,1.7,low,3.71,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
1643,train,2.6,6.9,1.8,1.6,low,3.22,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1417,train,5.7,6.8,0.7,1.1,medium,2.82,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
3527,train,6.0,5.9,0.8,2.0,low,2.82,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
39,train,6.3,4.0,1.0,1.2,high,2.43,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2592,train,7.7,6.0,1.6,0.2,low,2.07,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
885,train,7.7,4.7,2.9,1.2,medium,2.17,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
370,train,7.3,4.4,2.3,1.8,medium,2.76,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2878,train,6.0,5.3,2.0,0.5,high,2.47,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1991,train,2.8,8.3,1.2,1.3,low,3.94,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3150,train,2.7,7.6,1.6,0.6,low,3.59,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1885,train,6.9,4.8,0.6,0.3,high,2.04,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3621,train,5.6,5.9,1.1,1.3,high,2.86,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1151,train,5.0,7.3,1.2,0.7,medium,3.39,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
1225,train,5.6,5.3,2.9,1.1,high,2.44,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
491,train,5.7,6.2,0.5,1.7,medium,3.98,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | High Stress Users
148,train,1.1,8.2,0.7,0.7,high,2.94,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3475,train,2.7,5.7,2.9,1.2,high,3.65,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
